,NM_UE,NM_PARTIDO,DS_CARGO,DS_NACIONALIDADE,NR_IDADE_DATA_POSSE,DS_GENERO,DS_GRAU_INSTRUCAO,DS_COR_RACA,DS_OCUPACAO,VR_DESPESA_MAX_CAMPANHA,ST_REELEICAO
27787,NOVO HORIZONTE,PODEMOS,PREFEITO,BRASILEIRA NATA,68,MASCULINO,SUPERIOR COMPLETO,BRANCA,APOSENTADO (EXCETO SERVIDOR PÚBLICO),166601,N
27810,ANDRADINA,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,65,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO,159048,N
27865,MIRA ESTRELA,PARTIDO LIBERAL,PREFEITO,BRASILEIRA NATA,62,MASCULINO,SUPERIOR COMPLETO,BRANCA,APOSENTADO (EXCETO SERVIDOR PÚBLICO),123077,N
27914,TREMEMBÉ,PARTIDO LIBERAL,PREFEITO,BRASILEIRA NATA,55,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO,230853,N
27928,MARÍLIA,PODEMOS,PREFEITO,BRASILEIRA NATA,68,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO,2557227,N
27938,CAJAMAR,PARTIDO SOCIAL DEMOCRÁTICO,PREFEITO,BRASILEIRA NATA,37,MASCULINO,ENSINO MÉDIO INCOMPLETO,BRANCA,EMPRESÁRIO,613920,N
27942,PALMARES PAULISTA,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PREFEITO,BRASILEIRA NATA,55,MASCULINO,SUPERIOR COMPLETO,PARDA,EMPRESÁRIO,123077,N
28043,PAULISTÂNIA,MOVIMENTO DEMOCRÁTICO BRASILEIRO,PREFEITO,BRASILEIRA NATA,39,MASCULINO,SUPERIOR COMPLETO,BRANCA,PREFEITO,123077,N
28054,VÁRZEA PAULISTA,PARTIDO SOCIAL DEMOCRÁTICO,PREFEITO,BRASILEIRA NATA,39,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,EMPRESÁRIO,1014755,N
28155,BORÁ,REPUBLICANOS,PREFEITO,BRASILEIRA NATA,60,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,PARDA,PECUARISTA,123077,N
28192,SÃO JOSÉ DO RIO PARDO,PARTIDO SOCIAL DEMOCRÁTICO,PREFEITO,BRASILEIRA NATA,52,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,EMPRESÁRIO,123077,N
28210,GUARIBA,CIDADANIA,PREFEITO,BRASILEIRA NATA,46,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,EMPRESÁRIO,123077,N
28273,BADY BASSITT,DEMOCRATAS,PREFEITO,BRASILEIRA NATA,58,MASCULINO,SUPERIOR COMPLETO,BRANCA,ECONOMISTA,123077,N
28280,IRAPURU,PARTIDO VERDE,PREFEITO,BRASILEIRA NATA,58,MASCULINO,SUPERIOR COMPLETO,BRANCA,ENGENHEIRO,123077,N
28467,PINDAMONHANGABA,PARTIDO DA MOBILIZAÇÃO NACIONAL,PREFEITO,BRASILEIRA NATA,37,MASCULINO,SUPERIOR INCOMPLETO,PARDA,OUTROS,367034,N
28470,PEREIRA BARRETO,PARTIDO LIBERAL,PREFEITO,BRASILEIRA NATA,77,MASCULINO,SUPERIOR COMPLETO,BRANCA,PREFEITO,389322,N
28561,SÃO JOÃO DAS DUAS PONTES,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,63,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,AGRICULTOR,123077,N
28567,ÁLVARES MACHADO,PARTIDO VERDE,PREFEITO,BRASILEIRA NATA,54,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO,123077,N
28799,BOM SUCESSO DE ITARARÉ,PARTIDO TRABALHISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,52,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,AGENTE DE SAÚDE E SANITARISTA,123077,N
28843,JACUPIRANGA,PODEMOS,PREFEITO,BRASILEIRA NATA,35,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO,123077,N
28848,ARAÇOIABA DA SERRA,PARTIDO VERDE,PREFEITO,BRASILEIRA NATA,69,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,PREFEITO,123077,S
28856,NOVAIS,PARTIDO SOCIAL DEMOCRÁTICO,PREFEITO,BRASILEIRA NATA,46,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,EMPRESÁRIO,123077,N
28869,ARAÇOIABA DA SERRA,PARTIDO TRABALHISTA BRASILEIRO,PREFEITO,BRASILEIRA NATA,67,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,EMPRESÁRIO,123077,N
28884,QUADRA,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,58,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,AGRICULTOR,123077,S
28898,CUBATÃO,PARTIDO DOS TRABALHADORES,PREFEITO,BRASILEIRA NATA,51,FEMININO,SUPERIOR COMPLETO,BRANCA,SERVIDOR PÚBLICO MUNICIPAL,678179,N
28902,SÃO PEDRO DO TURVO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,PREFEITO,BRASILEIRA NATA,38,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO,123077,N
28946,MOGI GUAÇU,PARTIDO LIBERAL,PREFEITO,BRASILEIRA NATA,62,MASCULINO,SUPERIOR COMPLETO,BRANCA,ENGENHEIRO,539416,N
